Name,List,source
FASLG,Exhausted CD8+ T cell-T,cellmarker
FIBP,Exhausted CD8+ T cell-T,cellmarker
FKBP1A,Exhausted CD8+ T cell-T,cellmarker
FUT8,Exhausted CD8+ T cell-T,cellmarker
GABARAPL1,Exhausted CD8+ T cell-T,cellmarker
GALM,Exhausted CD8+ T cell-T,cellmarker
GALNT2,Exhausted CD8+ T cell-T,cellmarker
GAPDH,Exhausted CD8+ T cell-T,cellmarker
GATA3,Exhausted CD8+ T cell-T,cellmarker
GBP1,Exhausted CD8+ T cell-T,cellmarker
GBP2,Exhausted CD8+ T cell-T,cellmarker
GBP4,Exhausted CD8+ T cell-T,cellmarker
GCNT1,Exhausted CD8+ T cell-T,cellmarker
GFOD1,Exhausted CD8+ T cell-T,cellmarker
GGA2,Exhausted CD8+ T cell-T,cellmarker
GLDC,Exhausted CD8+ T cell-T,cellmarker
GMDS,Exhausted CD8+ T cell-T,cellmarker
GOLIM4,Exhausted CD8+ T cell-T,cellmarker
GPD2,Exhausted CD8+ T cell-T,cellmarker
GSTO1,Exhausted CD8+ T cell-T,cellmarker
GTF2I,Exhausted CD8+ T cell-T,cellmarker
HAVCR2,Exhausted CD8+ T cell-T,cellmarker
HLA-DMA,Exhausted CD8+ T cell-T,cellmarker
HLA-DRA,Exhausted CD8+ T cell-T,cellmarker
HMOX1,Exhausted CD8+ T cell-T,cellmarker
HNRNPLL,Exhausted CD8+ T cell-T,cellmarker
ICAM3,Exhausted CD8+ T cell-T,cellmarker
ICOS,Exhausted CD8+ T cell-T,cellmarker
ID2,Exhausted CD8+ T cell-T,cellmarker
ID3,Exhausted CD8+ T cell-T,cellmarker
IFI16,Exhausted CD8+ T cell-T,cellmarker
IFI27L2,Exhausted CD8+ T cell-T,cellmarker
IFI35,Exhausted CD8+ T cell-T,cellmarker
IFI6,Exhausted CD8+ T cell-T,cellmarker
IFNG,Exhausted CD8+ T cell-T,cellmarker
IGFLR1,Exhausted CD8+ T cell-T,cellmarker
IKZF3,Exhausted CD8+ T cell-T,cellmarker
IL21R,Exhausted CD8+ T cell-T,cellmarker
IL2RB,Exhausted CD8+ T cell-T,cellmarker
INPP5F,Exhausted CD8+ T cell-T,cellmarker
IRF2,Exhausted CD8+ T cell-T,cellmarker
IRF9,Exhausted CD8+ T cell-T,cellmarker
ITGAE,Exhausted CD8+ T cell-T,cellmarker
ITM2A,Exhausted CD8+ T cell-T,cellmarker
JMJD4,Exhausted CD8+ T cell-T,cellmarker
KIF20B,Exhausted CD8+ T cell-T,cellmarker
KIR2DL4,Exhausted CD8+ T cell-T,cellmarker
KLRC4,Exhausted CD8+ T cell-T,cellmarker
KRT86,Exhausted CD8+ T cell-T,cellmarker
LAG3,Exhausted CD8+ T cell-T,cellmarker
LAT2,Exhausted CD8+ T cell-T,cellmarker
LAYN,Exhausted CD8+ T cell-T,cellmarker
LDHA,Exhausted CD8+ T cell-T,cellmarker
LIMK1,Exhausted CD8+ T cell-T,cellmarker
LIMS1,Exhausted CD8+ T cell-T,cellmarker
LSM2,Exhausted CD8+ T cell-T,cellmarker
LSP1,Exhausted CD8+ T cell-T,cellmarker
LY6E,Exhausted CD8+ T cell-T,cellmarker
LY6G5B,Exhausted CD8+ T cell-T,cellmarker
LYST,Exhausted CD8+ T cell-T,cellmarker
MAD2L2,Exhausted CD8+ T cell-T,cellmarker
MAP2K3,Exhausted CD8+ T cell-T,cellmarker
MAPKAPK3,Exhausted CD8+ T cell-T,cellmarker
MAPRE2,Exhausted CD8+ T cell-T,cellmarker
MCL1,Exhausted CD8+ T cell-T,cellmarker
MIS18BP1,Exhausted CD8+ T cell-T,cellmarker
MS4A6A,Exhausted CD8+ T cell-T,cellmarker
MTHFD1,Exhausted CD8+ T cell-T,cellmarker
MTHFD2,Exhausted CD8+ T cell-T,cellmarker
MX1,Exhausted CD8+ T cell-T,cellmarker
MYO1E,Exhausted CD8+ T cell-T,cellmarker
MYO7A,Exhausted CD8+ T cell-T,cellmarker
NAB1,Exhausted CD8+ T cell-T,cellmarker
NAPA,Exhausted CD8+ T cell-T,cellmarker
NASP,Exhausted CD8+ T cell-T,cellmarker
NCF4,Exhausted CD8+ T cell-T,cellmarker
NDFIP2,Exhausted CD8+ T cell-T,cellmarker
NEDD9,Exhausted CD8+ T cell-T,cellmarker
NFAT5,Exhausted CD8+ T cell-T,cellmarker
NR4A2,Exhausted CD8+ T cell-T,cellmarker
NRBP1,Exhausted CD8+ T cell-T,cellmarker
NUDT5,Exhausted CD8+ T cell-T,cellmarker
OAS3,Exhausted CD8+ T cell-T,cellmarker
OASL,Exhausted CD8+ T cell-T,cellmarker
OS9,Exhausted CD8+ T cell-T,cellmarker
OSBPL3,Exhausted CD8+ T cell-T,cellmarker
P2RY10,Exhausted CD8+ T cell-T,cellmarker
PAM,Exhausted CD8+ T cell-T,cellmarker
PARK7,Exhausted CD8+ T cell-T,cellmarker
PARP14,Exhausted CD8+ T cell-T,cellmarker
PDCD1,Exhausted CD8+ T cell-T,cellmarker
PDE7B,Exhausted CD8+ T cell-T,cellmarker
PDLIM7,Exhausted CD8+ T cell-T,cellmarker
PELI1,Exhausted CD8+ T cell-T,cellmarker
PFKP,Exhausted CD8+ T cell-T,cellmarker
PHEX,Exhausted CD8+ T cell-T,cellmarker
PHLDA1,Exhausted CD8+ T cell-T,cellmarker
PHTF2,Exhausted CD8+ T cell-T,cellmarker
PKM,Exhausted CD8+ T cell-T,cellmarker
PLPP1,Exhausted CD8+ T cell-T,cellmarker
PLSCR1,Exhausted CD8+ T cell-T,cellmarker
PMF1,Exhausted CD8+ T cell-T,cellmarker
PMF1-BGLAP,Exhausted CD8+ T cell-T,cellmarker
PON2,Exhausted CD8+ T cell-T,cellmarker
PPM1G,Exhausted CD8+ T cell-T,cellmarker
PPM1M,Exhausted CD8+ T cell-T,cellmarker
PRDM1,Exhausted CD8+ T cell-T,cellmarker
PRDX5,Exhausted CD8+ T cell-T,cellmarker
PRKAR1A,Exhausted CD8+ T cell-T,cellmarker
PRKCH,Exhausted CD8+ T cell-T,cellmarker
PSMA5,Exhausted CD8+ T cell-T,cellmarker
PSME2,Exhausted CD8+ T cell-T,cellmarker
PSTPIP1,Exhausted CD8+ T cell-T,cellmarker
PTGIS,Exhausted CD8+ T cell-T,cellmarker
PTMS,Exhausted CD8+ T cell-T,cellmarker
PTPN11,Exhausted CD8+ T cell-T,cellmarker
PTPN22,Exhausted CD8+ T cell-T,cellmarker
PTPN7,Exhausted CD8+ T cell-T,cellmarker
RAB27A,Exhausted CD8+ T cell-T,cellmarker
RALGDS,Exhausted CD8+ T cell-T,cellmarker
RBPJ,Exhausted CD8+ T cell-T,cellmarker
RFX5,Exhausted CD8+ T cell-T,cellmarker
RGS1,Exhausted CD8+ T cell-T,cellmarker
RGS2,Exhausted CD8+ T cell-T,cellmarker
RHBDD2,Exhausted CD8+ T cell-T,cellmarker
RHOH,Exhausted CD8+ T cell-T,cellmarker
RIN3,Exhausted CD8+ T cell-T,cellmarker
RNF19A,Exhausted CD8+ T cell-T,cellmarker
RNF31,Exhausted CD8+ T cell-T,cellmarker
SAMD9L,Exhausted CD8+ T cell-T,cellmarker
SAMSN1,Exhausted CD8+ T cell-T,cellmarker
SARDH,Exhausted CD8+ T cell-T,cellmarker
SCO2,Exhausted CD8+ T cell-T,cellmarker
SEL1L3,Exhausted CD8+ T cell-T,cellmarker
SEMA4A,Exhausted CD8+ T cell-T,cellmarker
SIRPG,Exhausted CD8+ T cell-T,cellmarker
SLA,Exhausted CD8+ T cell-T,cellmarker
SLC2A8,Exhausted CD8+ T cell-T,cellmarker
SLC4A5,Exhausted CD8+ T cell-T,cellmarker
SNAP47,Exhausted CD8+ T cell-T,cellmarker
SNX17,Exhausted CD8+ T cell-T,cellmarker
SNX9,Exhausted CD8+ T cell-T,cellmarker
SP140,Exhausted CD8+ T cell-T,cellmarker
SPTAN1,Exhausted CD8+ T cell-T,cellmarker
SRGAP3,Exhausted CD8+ T cell-T,cellmarker
SRGN,Exhausted CD8+ T cell-T,cellmarker
SRI,Exhausted CD8+ T cell-T,cellmarker
SSH1,Exhausted CD8+ T cell-T,cellmarker
STAM,Exhausted CD8+ T cell-T,cellmarker
STARD4,Exhausted CD8+ T cell-T,cellmarker
STAT3,Exhausted CD8+ T cell-T,cellmarker
SUSD6,Exhausted CD8+ T cell-T,cellmarker
SYNGR2,Exhausted CD8+ T cell-T,cellmarker
TBC1D4,Exhausted CD8+ T cell-T,cellmarker
TBK1,Exhausted CD8+ T cell-T,cellmarker
TBL1XR1,Exhausted CD8+ T cell-T,cellmarker
TET2,Exhausted CD8+ T cell-T,cellmarker
TFRC,Exhausted CD8+ T cell-T,cellmarker
TIGIT,Exhausted CD8+ T cell-T,cellmarker
TNFAIP3,Exhausted CD8+ T cell-T,cellmarker
TNFRSF1B,Exhausted CD8+ T cell-T,cellmarker
TNFRSF9,Exhausted CD8+ T cell-T,cellmarker
TNFSF4,Exhausted CD8+ T cell-T,cellmarker
TNS3,Exhausted CD8+ T cell-T,cellmarker
TOX,Exhausted CD8+ T cell-T,cellmarker
TOX2,Exhausted CD8+ T cell-T,cellmarker
TPI1,Exhausted CD8+ T cell-T,cellmarker
TRAF5,Exhausted CD8+ T cell-T,cellmarker
TRAFD1,Exhausted CD8+ T cell-T,cellmarker
TRPS1,Exhausted CD8+ T cell-T,cellmarker
TTC24,Exhausted CD8+ T cell-T,cellmarker
TTYH3,Exhausted CD8+ T cell-T,cellmarker
TYMP,Exhausted CD8+ T cell-T,cellmarker
UBASH3B,Exhausted CD8+ T cell-T,cellmarker
UBE2L6,Exhausted CD8+ T cell-T,cellmarker
VAMP5,Exhausted CD8+ T cell-T,cellmarker
VCAM1,Exhausted CD8+ T cell-T,cellmarker
VMP1,Exhausted CD8+ T cell-T,cellmarker
WARS,Exhausted CD8+ T cell-T,cellmarker
WHRN,Exhausted CD8+ T cell-T,cellmarker
YARS,Exhausted CD8+ T cell-T,cellmarker
ZBED2,Exhausted CD8+ T cell-T,cellmarker
ZFP36L1,Exhausted CD8+ T cell-T,cellmarker
ZMYM5,Exhausted CD8+ T cell-T,cellmarker
ZNF79,Exhausted CD8+ T cell-T,cellmarker
COL1A2,Fibroblasts-N,stCancer
FAP,Fibroblasts-N,stCancer
PDPN,Fibroblasts-N,stCancer
DCN,Fibroblasts-N,stCancer
COL3A1,Fibroblasts-N,stCancer
COL6A1,Fibroblasts-N,stCancer
COL1A1,Fibroblasts-N,stCancer
PTPRC,Hematopoietic cell-N,cellmarker
TFRC,Hematopoietic cell-N,cellmarker
CD34,Hematopoietic cell-N,cellmarker
CD109,Hematopoietic cell-N,cellmarker
PTPRC,Hepatoblast-N,cellmarker
TFRC,Hepatoblast-N,cellmarker
DLK1,Hepatoblast-N,cellmarker
PDGFRA,Hepatoblast-N,cellmarker
FABP1,Hepatocyte-N,azimuth
CYP2E1,Hepatocyte-N,azimuth
HP,Hepatocyte-N,azimuth
ORM1,Hepatocyte-N,azimuth
APOA2,Hepatocyte-N,azimuth
ADH4,Hepatocyte-N,azimuth
TTR,Hepatocyte-N,azimuth
APOA1,Hepatocyte-N,azimuth
APOC1,Hepatocyte-N,azimuth
APOC3,Hepatocyte-N,azimuth
ALB,Hepatocyte-N,cellmarker
KRT18,Hepatocyte-N,cellmarker
AFP,Hepatocyte-N,cellmarker
P49715,Hepatocyte-N,cellmarker
HNF4A,Hepatocyte-N,cellmarker
TAT,Hepatocyte-N,cellmarker
CPS1,Hepatocyte-N,cellmarker
